,conm,type,cik,date,path
1248,BIOCEPT INC,10-Q,1044378,2020-08-13,https://www.sec.gov/Archives/edgar/data/1044378/0001564590-20-040053-index.htm
1249,BIOCRYST PHARMACEUTICALS INC,10-Q,882796,2020-08-10,https://www.sec.gov/Archives/edgar/data/882796/0001171843-20-005753-index.htm
1250,BIODELIVERY SCIENCES INTERNATIONAL INC,10-Q,1103021,2020-08-05,https://www.sec.gov/Archives/edgar/data/1103021/0001103021-20-000119-index.htm
1251,BIOETHICS LTD,10-Q,894560,2020-07-28,https://www.sec.gov/Archives/edgar/data/894560/0001551163-20-000061-index.htm
1252,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",10-Q,1310488,2020-07-22,https://www.sec.gov/Archives/edgar/data/1310488/0001091818-20-000170-index.htm
1253,BIOGEN INC.,10-Q,875045,2020-07-22,https://www.sec.gov/Archives/edgar/data/875045/0000875045-20-000022-index.htm
1254,"BIOHITECH GLOBAL, INC.",10-Q,1590383,2020-08-14,https://www.sec.gov/Archives/edgar/data/1590383/0001104659-20-095542-index.htm
1255,"BIOLARGO, INC.",10-Q,880242,2020-08-14,https://www.sec.gov/Archives/edgar/data/880242/0001437749-20-018050-index.htm
1256,"BIOLASE, INC",10-Q,811240,2020-08-14,https://www.sec.gov/Archives/edgar/data/811240/0001564590-20-040120-index.htm
1257,BIOLIFE SOLUTIONS INC,10-Q,834365,2020-08-10,https://www.sec.gov/Archives/edgar/data/834365/0001437749-20-017354-index.htm
1258,BIOMARIN PHARMACEUTICAL INC,10-Q,1048477,2020-08-05,https://www.sec.gov/Archives/edgar/data/1048477/0001048477-20-000023-index.htm
1259,BIOSPECIFICS TECHNOLOGIES CORP,10-Q,875622,2020-08-10,https://www.sec.gov/Archives/edgar/data/875622/0001558370-20-010124-index.htm
1260,BIOSYNERGY INC,10-K,715812,2020-07-23,https://www.sec.gov/Archives/edgar/data/715812/0000715812-20-000004-index.htm
1261,"BIOTELEMETRY, INC.",10-Q,1574774,2020-07-31,https://www.sec.gov/Archives/edgar/data/1574774/0001574774-20-000095-index.htm
1262,BIOTRICITY INC.,10-K,1630113,2020-07-15,https://www.sec.gov/Archives/edgar/data/1630113/0001493152-20-013313-index.htm
1263,BIOTRICITY INC.,10-Q,1630113,2020-08-14,https://www.sec.gov/Archives/edgar/data/1630113/0001493152-20-015819-index.htm
1264,BIOVIE INC.,10-K,1580149,2020-08-06,https://www.sec.gov/Archives/edgar/data/1580149/0001520138-20-000356-index.htm
1265,BIOVIE INC.,10-K/A,1580149,2020-08-07,https://www.sec.gov/Archives/edgar/data/1580149/0001520138-20-000360-index.htm
1266,"BIOXYTRAN, INC",10-Q,1445815,2020-08-10,https://www.sec.gov/Archives/edgar/data/1445815/0001785982-20-000703-index.htm
1267,BIRINYI ASSOCIATES INC,13F-HR,1079738,2020-08-06,https://www.sec.gov/Archives/edgar/data/1079738/0001079738-20-000006-index.htm
1268,BIRMINGHAM CAPITAL MANAGEMENT CO INC/AL,13F-HR,918504,2020-08-07,https://www.sec.gov/Archives/edgar/data/918504/0000918504-20-000005-index.htm
1269,"BISLETT MANAGEMENT, LLC",13F-HR,1425041,2020-08-06,https://www.sec.gov/Archives/edgar/data/1425041/0001567619-20-014420-index.htm
1270,BITMIS CORP.,10-Q,1678848,2020-07-06,https://www.sec.gov/Archives/edgar/data/1678848/0001213900-20-016760-index.htm
1271,BJs RESTAURANTS INC,10-Q,1013488,2020-08-03,https://www.sec.gov/Archives/edgar/data/1013488/0001564590-20-035592-index.htm
1272,BJs RESTAURANTS INC,DEF 14A,1013488,2020-07-21,https://www.sec.gov/Archives/edgar/data/1013488/0001193125-20-195946-index.htm
1273,BK Technologies Corp,10-Q,2186,2020-08-05,https://www.sec.gov/Archives/edgar/data/2186/0001654954-20-008480-index.htm
1274,"BKD Wealth Advisors, LLC",13F-HR,1352864,2020-07-15,https://www.sec.gov/Archives/edgar/data/1352864/0001085146-20-001780-index.htm
1275,"BLACK CACTUS GLOBAL, INC.",10-K,1575345,2020-07-30,https://www.sec.gov/Archives/edgar/data/1575345/0001161697-20-000341-index.htm
1276,"BLACK CACTUS GLOBAL, INC.",10-K,1575345,2020-07-30,https://www.sec.gov/Archives/edgar/data/1575345/0001161697-20-000342-index.htm
1277,"BLACK CACTUS GLOBAL, INC.",NT 10-K,1575345,2020-07-30,https://www.sec.gov/Archives/edgar/data/1575345/0001161697-20-000340-index.htm
1278,BLACK CREEK INDUSTRIAL REIT IV Inc.,10-Q,1625941,2020-08-11,https://www.sec.gov/Archives/edgar/data/1625941/0001558370-20-010314-index.htm
1279,"BLACK DIAMOND CAPITAL MANAGEMENT, L.L.C.",13F-HR,1282197,2020-08-14,https://www.sec.gov/Archives/edgar/data/1282197/0001567619-20-015231-index.htm
1280,BLACK HILLS CORP /SD/,10-Q,1130464,2020-08-04,https://www.sec.gov/Archives/edgar/data/1130464/0001130464-20-000034-index.htm
1281,BLACK HILLS POWER INC,10-Q,12400,2020-08-05,https://www.sec.gov/Archives/edgar/data/12400/0000012400-20-000008-index.htm
1282,BLACKBAUD INC,10-Q,1280058,2020-08-04,https://www.sec.gov/Archives/edgar/data/1280058/0001280058-20-000038-index.htm
1283,BLACKBOXSTOCKS INC.,10-Q,1567900,2020-08-14,https://www.sec.gov/Archives/edgar/data/1567900/0001437749-20-017965-index.htm
1284,BLACKHILL CAPITAL INC,13F-HR,872162,2020-08-13,https://www.sec.gov/Archives/edgar/data/872162/0000872162-20-000008-index.htm
1285,"BLACKLINE, INC.",10-Q,1666134,2020-08-07,https://www.sec.gov/Archives/edgar/data/1666134/0001564590-20-038360-index.htm
1286,BLACKROCK NEW YORK MUNICIPAL BOND TRUST,DEF 14A,1167470,2020-07-09,https://www.sec.gov/Archives/edgar/data/1167470/0001193125-20-190463-index.htm
1287,"BLACKSTAR ENTERPRISE GROUP, INC.",10-Q/A,1483646,2020-07-08,https://www.sec.gov/Archives/edgar/data/1483646/0001065949-20-000103-index.htm
1288,"BLACKSTAR ENTERPRISE GROUP, INC.",NT 10-Q,1483646,2020-08-13,https://www.sec.gov/Archives/edgar/data/1483646/0001065949-20-000117-index.htm
1289,"BLACKSTONE MORTGAGE TRUST, INC.",10-Q,1061630,2020-07-29,https://www.sec.gov/Archives/edgar/data/1061630/0001193125-20-201756-index.htm
1290,BLAIR WILLIAM & CO/IL,13F-HR,902367,2020-08-12,https://www.sec.gov/Archives/edgar/data/902367/0001104659-20-093773-index.htm
1291,"BLB&B Advisors, LLC",13F-HR,1389059,2020-07-16,https://www.sec.gov/Archives/edgar/data/1389059/0001085146-20-001804-index.htm
1292,BLONDER TONGUE LABORATORIES INC,10-Q,1000683,2020-08-13,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-20-021747-index.htm
1293,"BLOOM TREE PARTNERS, LLC",13F-HR,1567752,2020-08-13,https://www.sec.gov/Archives/edgar/data/1567752/0001567752-20-000003-index.htm
1294,BLS CAPITAL FONDSMAEGLERSELSKAB A/S,13F-HR,1670104,2020-08-12,https://www.sec.gov/Archives/edgar/data/1670104/0001670104-20-000005-index.htm
1295,"BLUCORA, INC.",10-Q,1068875,2020-08-05,https://www.sec.gov/Archives/edgar/data/1068875/0001068875-20-000141-index.htm
1296,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",13F-HR,1352860,2020-07-30,https://www.sec.gov/Archives/edgar/data/1352860/0001352860-20-000003-index.htm
1297,BLUE DOLPHIN ENERGY CO,10-Q,793306,2020-08-14,https://www.sec.gov/Archives/edgar/data/793306/0001654954-20-009186-index.htm
1298,"BLUE RIDGE BANKSHARES, INC.",10-Q,842717,2020-08-14,https://www.sec.gov/Archives/edgar/data/842717/0001564590-20-040244-index.htm
1299,"BLUE SQUARE ASSET MANAGEMENT, LLC",13F-HR,1769578,2020-08-11,https://www.sec.gov/Archives/edgar/data/1769578/0001606587-20-000926-index.htm
1300,BLUEGREEN VACATIONS CORP,10-Q,778946,2020-08-10,https://www.sec.gov/Archives/edgar/data/778946/0000778946-20-000052-index.htm
1301,BLUESTEIN R H & CO,13F-HR,884314,2020-08-12,https://www.sec.gov/Archives/edgar/data/884314/0000884314-20-000004-index.htm
1302,"BLUESTEM FINANCIAL ADVISORS, LLC",13F-HR,1820680,2020-08-11,https://www.sec.gov/Archives/edgar/data/1820680/0001214659-20-006959-index.htm
1303,"BLUESTEM FINANCIAL ADVISORS, LLC",13F-HR,1820680,2020-08-11,https://www.sec.gov/Archives/edgar/data/1820680/0001214659-20-006960-index.htm
1304,"BLUESTEM FINANCIAL ADVISORS, LLC",13F-HR,1820680,2020-08-11,https://www.sec.gov/Archives/edgar/data/1820680/0001214659-20-006961-index.htm
1305,"BMC STOCK HOLDINGS, INC.",10-Q,1574815,2020-08-04,https://www.sec.gov/Archives/edgar/data/1574815/0001574815-20-000088-index.htm
1306,"BMO FUNDS, INC.",DEF 14A,889366,2020-07-28,https://www.sec.gov/Archives/edgar/data/889366/0001193125-20-200980-index.htm
1307,BMO LGM Frontier Markets Equity Fund,DEF 14A,1580733,2020-08-14,https://www.sec.gov/Archives/edgar/data/1580733/0001193125-20-220012-index.htm
1308,"BNP PARIBAS ARBITRAGE, SA",13F-HR,1166588,2020-08-06,https://www.sec.gov/Archives/edgar/data/1166588/0001166588-20-000003-index.htm
1309,BNP Paribas Asset Management Holding S.A.,13F-HR,1520354,2020-08-04,https://www.sec.gov/Archives/edgar/data/1520354/0001520354-20-000003-index.htm
1310,BOARDMAN BAY CAPITAL MANAGEMENT LLC,13F-HR,1602987,2020-08-14,https://www.sec.gov/Archives/edgar/data/1602987/0001567619-20-015179-index.htm
1311,BOATIM INC.,10-Q,1622231,2020-07-16,https://www.sec.gov/Archives/edgar/data/1622231/0001640334-20-001799-index.htm
1312,BODY & MIND INC.,10-Q,1715611,2020-07-28,https://www.sec.gov/Archives/edgar/data/1715611/0001640334-20-001869-index.htm
1313,BOEING CO,10-Q,12927,2020-07-29,https://www.sec.gov/Archives/edgar/data/12927/0000012927-20-000065-index.htm
1314,"BOENNING & SCATTERGOOD, INC.",13F-HR,12933,2020-07-14,https://www.sec.gov/Archives/edgar/data/12933/0000012933-20-000008-index.htm
1315,BOGLE INVESTMENT MANAGEMENT L P /DE/,13F-HR,1131667,2020-08-13,https://www.sec.gov/Archives/edgar/data/1131667/0001131667-20-000007-index.htm
1316,"BOINGO WIRELESS, INC.",10-Q,1169988,2020-08-07,https://www.sec.gov/Archives/edgar/data/1169988/0001104659-20-091938-index.htm
1317,BOISE CASCADE Co,10-Q,1328581,2020-07-31,https://www.sec.gov/Archives/edgar/data/1328581/0001328581-20-000090-index.htm
1318,BOK FINANCIAL CORP ET AL,10-Q,875357,2020-08-04,https://www.sec.gov/Archives/edgar/data/875357/0000875357-20-000055-index.htm
1319,"BOK Financial Private Wealth, Inc.",13F-HR,1317348,2020-08-13,https://www.sec.gov/Archives/edgar/data/1317348/0001317348-20-000004-index.htm
1320,"BOKF, NA",13F-HR,9634,2020-08-12,https://www.sec.gov/Archives/edgar/data/9634/0000009634-20-000007-index.htm
1321,BONNESS ENTERPRISES INC,13F-HR,1105471,2020-07-17,https://www.sec.gov/Archives/edgar/data/1105471/0001420506-20-000724-index.htm
1322,BONTEMPO OHLY CAPITAL MGMT LLC,13F-HR,1632118,2020-08-14,https://www.sec.gov/Archives/edgar/data/1632118/0001632118-20-000004-index.htm
1323,"BOOMER HOLDINGS, INC.",10-Q,1678746,2020-07-27,https://www.sec.gov/Archives/edgar/data/1678746/0001721868-20-000319-index.htm
1324,"BOOMER HOLDINGS, INC.",10-Q/A,1678746,2020-08-07,https://www.sec.gov/Archives/edgar/data/1678746/0001721868-20-000337-index.htm
1325,"BOOMER HOLDINGS, INC.",10-Q/A,1678746,2020-08-07,https://www.sec.gov/Archives/edgar/data/1678746/0001721868-20-000338-index.htm
1326,"BOOTHBAY FUND MANAGEMENT, LLC",13F-HR,1549230,2020-08-14,https://www.sec.gov/Archives/edgar/data/1549230/0001493152-20-015706-index.htm
1327,BORGWARNER INC,10-Q,908255,2020-08-05,https://www.sec.gov/Archives/edgar/data/908255/0000908255-20-000073-index.htm
1328,BOSTON BEER CO INC,10-Q,949870,2020-07-23,https://www.sec.gov/Archives/edgar/data/949870/0001193125-20-197821-index.htm
1329,BOSTON CAPITAL TAX CREDIT FUND IV LP,10-Q,913778,2020-08-12,https://www.sec.gov/Archives/edgar/data/913778/0001104659-20-093722-index.htm
1330,BOSTON CAPITAL TAX CREDIT FUND V LP,10-Q,1267425,2020-08-12,https://www.sec.gov/Archives/edgar/data/1267425/0001104659-20-093723-index.htm
1331,BOSTON FAMILY OFFICE LLC,13F-HR,1039807,2020-08-06,https://www.sec.gov/Archives/edgar/data/1039807/0001039807-20-000007-index.htm
1332,BOSTON FINANCIAL MANGEMENT LLC,13F-HR,1053055,2020-08-10,https://www.sec.gov/Archives/edgar/data/1053055/0001053055-20-000003-index.htm
1333,BOSTON OMAHA Corp,10-Q,1494582,2020-08-07,https://www.sec.gov/Archives/edgar/data/1494582/0001437749-20-016968-index.htm
1334,BOSTON PRIVATE FINANCIAL HOLDINGS INC,10-Q,821127,2020-08-06,https://www.sec.gov/Archives/edgar/data/821127/0000821127-20-000189-index.htm
1335,BOSTON PRIVATE WEALTH LLC,13F-HR,1626116,2020-08-05,https://www.sec.gov/Archives/edgar/data/1626116/0001626116-20-000007-index.htm
1336,BOSTON PROPERTIES INC,10-Q,1037540,2020-08-10,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-20-000036-index.htm
1337,BOSTON PROPERTIES LTD PARTNERSHIP,10-Q,1043121,2020-08-10,https://www.sec.gov/Archives/edgar/data/1043121/0001656423-20-000036-index.htm
1338,BOSTON RESEARCH & MANAGEMENT INC,13F-HR,1259261,2020-08-10,https://www.sec.gov/Archives/edgar/data/1259261/0001259261-20-000006-index.htm
1339,BOSTON SCIENTIFIC CORP,10-Q,885725,2020-08-05,https://www.sec.gov/Archives/edgar/data/885725/0000885725-20-000036-index.htm
1340,"BOTS, Inc./PR",NT 10-K,1525852,2020-07-30,https://www.sec.gov/Archives/edgar/data/1525852/0001662252-20-000057-index.htm
1341,BOURGEON CAPITAL MANAGEMENT LLC,13F-HR,1088731,2020-07-27,https://www.sec.gov/Archives/edgar/data/1088731/0001019056-20-000427-index.htm
1342,BOURNE LENT ASSET MANAGEMENT INC,13F-HR,1128286,2020-07-20,https://www.sec.gov/Archives/edgar/data/1128286/0001085146-20-001831-index.htm
1343,BOWEN HANES & CO INC,13F-HR,1077583,2020-08-14,https://www.sec.gov/Archives/edgar/data/1077583/0001077583-20-000004-index.htm
1344,BOYAR ASSET MANAGEMENT INC.,13F-HR,1218254,2020-07-31,https://www.sec.gov/Archives/edgar/data/1218254/0001085146-20-001947-index.htm
1345,BOYD GAMING CORP,10-Q,906553,2020-08-06,https://www.sec.gov/Archives/edgar/data/906553/0001437749-20-016749-index.htm
1346,BOYD WATTERSON ASSET MANAGEMENT LLC/OH,13F-HR,1121477,2020-07-15,https://www.sec.gov/Archives/edgar/data/1121477/0001121477-20-000003-index.htm
1347,BOYS ARNOLD & CO INC,13F-HR,1082020,2020-08-13,https://www.sec.gov/Archives/edgar/data/1082020/0001085146-20-002196-index.htm
1348,BP Midstream Partners LP,10-Q,1708301,2020-08-06,https://www.sec.gov/Archives/edgar/data/1708301/0001708301-20-000026-index.htm
1349,BP PLC,13F-HR,313807,2020-08-05,https://www.sec.gov/Archives/edgar/data/313807/0001567619-20-014274-index.htm
1350,BP PRUDHOE BAY ROYALTY TRUST,10-Q,850033,2020-08-10,https://www.sec.gov/Archives/edgar/data/850033/0001193125-20-214938-index.htm
1351,BRAINSTORM CELL THERAPEUTICS INC.,10-Q,1137883,2020-08-05,https://www.sec.gov/Archives/edgar/data/1137883/0001104659-20-090549-index.htm
1352,"BRANDES INVESTMENT PARTNERS, LP",13F-HR,1015079,2020-08-12,https://www.sec.gov/Archives/edgar/data/1015079/0001104659-20-093734-index.htm
1353,"BRANDYWINE MANAGERS, LLC",13F-HR,1135121,2020-08-14,https://www.sec.gov/Archives/edgar/data/1135121/0000919574-20-005392-index.htm
1354,BRANDYWINE OAK PRIVATE WEALTH LLC,13F-HR,1764694,2020-08-06,https://www.sec.gov/Archives/edgar/data/1764694/0001606587-20-000861-index.htm
1355,"BRANDYWINE OPERATING PARTNERSHIP, L.P.",10-Q,1060386,2020-07-28,https://www.sec.gov/Archives/edgar/data/1060386/0000790816-20-000032-index.htm
1356,BRANDYWINE REALTY TRUST,10-Q,790816,2020-07-28,https://www.sec.gov/Archives/edgar/data/790816/0000790816-20-000032-index.htm
1357,BRANDYWINE TRUST CO,13F-HR,1123803,2020-08-14,https://www.sec.gov/Archives/edgar/data/1123803/0000919574-20-005390-index.htm
1358,BRANT POINT INVESTMENT MANAGEMENT LLC,13F-HR,1279030,2020-08-13,https://www.sec.gov/Archives/edgar/data/1279030/0000950159-20-000192-index.htm
1359,"BRASADA CAPITAL MANAGEMENT, LP",13F-HR,1643833,2020-07-14,https://www.sec.gov/Archives/edgar/data/1643833/0001420506-20-000722-index.htm
1360,BRAUN STACEY ASSOCIATES INC,13F-HR,872080,2020-08-06,https://www.sec.gov/Archives/edgar/data/872080/0000891092-20-009416-index.htm
1361,BRAVE ASSET MANAGEMENT INC,13F-HR,1085867,2020-07-23,https://www.sec.gov/Archives/edgar/data/1085867/0001172661-20-001546-index.htm
1362,BREAKLINE CAPITAL LLC,13F-HR,1702973,2020-08-10,https://www.sec.gov/Archives/edgar/data/1702973/0001420506-20-000849-index.htm
1363,BREITER CAPITAL MANAGEMENT INC,13F-HR,1105410,2020-07-15,https://www.sec.gov/Archives/edgar/data/1105410/0001214659-20-006308-index.htm
1364,"BRIDGE BANCORP, INC.",10-Q,846617,2020-08-07,https://www.sec.gov/Archives/edgar/data/846617/0000846617-20-000048-index.htm
1365,"BRIDGER MANAGEMENT, LLC",13F-HR,1166309,2020-08-14,https://www.sec.gov/Archives/edgar/data/1166309/0001166309-20-000006-index.htm
1366,BRIDGES INVESTMENT MANAGEMENT INC,13F-HR,1007295,2020-08-10,https://www.sec.gov/Archives/edgar/data/1007295/0001007295-20-000004-index.htm
1367,BRIDGEWAY CAPITAL MANAGEMENT INC,13F-HR,1107261,2020-08-14,https://www.sec.gov/Archives/edgar/data/1107261/0001085146-20-002237-index.htm
1368,"BRIGADE CAPITAL MANAGEMENT, LP",13F-HR,1421306,2020-08-14,https://www.sec.gov/Archives/edgar/data/1421306/0000919574-20-005349-index.htm
1369,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,10-Q,1437578,2020-08-10,https://www.sec.gov/Archives/edgar/data/1437578/0001437578-20-000018-index.htm
1370,"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",13F-HR,1509973,2020-07-09,https://www.sec.gov/Archives/edgar/data/1509973/0001509973-20-000003-index.htm
1371,BRIGHTCOVE INC,10-Q,1313275,2020-07-24,https://www.sec.gov/Archives/edgar/data/1313275/0001193125-20-198518-index.htm
1372,BRIGHTHOUSE LIFE INSURANCE Co,10-Q,733076,2020-08-10,https://www.sec.gov/Archives/edgar/data/733076/0000733076-20-000014-index.htm
1373,BRIGHTHOUSE LIFE INSURANCE Co OF NY,10-Q,1167609,2020-08-11,https://www.sec.gov/Archives/edgar/data/1167609/0001167609-20-000010-index.htm
1374,BRIGHTLIGHT CAPITAL MANAGEMENT LP,13F-HR,1802838,2020-08-14,https://www.sec.gov/Archives/edgar/data/1802838/0001802838-20-000003-index.htm
1375,"BRIGHTLINE CAPITAL MANAGEMENT, LLC",13F-HR,1432450,2020-08-04,https://www.sec.gov/Archives/edgar/data/1432450/0000919574-20-004814-index.htm
1376,BRIGHTON JONES LLC,13F-HR,1360798,2020-08-11,https://www.sec.gov/Archives/edgar/data/1360798/0001360798-20-000003-index.htm
1377,BRINKER CAPITAL INC,13F-HR,1502976,2020-07-30,https://www.sec.gov/Archives/edgar/data/1502976/0001104659-20-088254-index.htm
1378,BRINKS CO,10-Q,78890,2020-07-29,https://www.sec.gov/Archives/edgar/data/78890/0000078890-20-000075-index.htm
1379,BRISTOL MYERS SQUIBB CO,10-Q,14272,2020-08-06,https://www.sec.gov/Archives/edgar/data/14272/0000014272-20-000229-index.htm
1380,BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,13F-HR,1228242,2020-08-12,https://www.sec.gov/Archives/edgar/data/1228242/0001228242-20-000008-index.htm
1381,BROADMARK ASSET MANAGEMENT LLC,13F-HR,1095952,2020-08-05,https://www.sec.gov/Archives/edgar/data/1095952/0001085146-20-001990-index.htm
1382,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",10-K,1383312,2020-08-11,https://www.sec.gov/Archives/edgar/data/1383312/0001383312-20-000055-index.htm
1383,BROADWAY FINANCIAL CORP \DE\,10-K/A,1001171,2020-07-17,https://www.sec.gov/Archives/edgar/data/1001171/0001104659-20-084570-index.htm
1384,BROADWAY FINANCIAL CORP \DE\,10-Q,1001171,2020-08-14,https://www.sec.gov/Archives/edgar/data/1001171/0001104659-20-095317-index.htm
1385,"BROADWIND, INC.",10-Q,1120370,2020-08-05,https://www.sec.gov/Archives/edgar/data/1120370/0001120370-20-000029-index.htm
1386,BROADWOOD CAPITAL INC,13F-HR,1278387,2020-08-14,https://www.sec.gov/Archives/edgar/data/1278387/0000919574-20-005169-index.htm
1387,BROOKFIELD ASSET MANAGEMENT INC.,13F-HR,1001085,2020-08-14,https://www.sec.gov/Archives/edgar/data/1001085/0000950123-20-008914-index.htm
1388,BROOKLINE BANCORP INC,10-Q,1049782,2020-08-06,https://www.sec.gov/Archives/edgar/data/1049782/0001049782-20-000055-index.htm
1389,"BROOKS, MOORE & ASSOCIATES, INC.",13F-HR,1767040,2020-08-10,https://www.sec.gov/Archives/edgar/data/1767040/0001767040-20-000004-index.htm
1390,BROOKTREE CAPITAL MANAGEMENT,13F-HR,1021296,2020-08-03,https://www.sec.gov/Archives/edgar/data/1021296/0000905729-20-000182-index.htm
1391,"BROWN & BROWN, INC.",10-Q,79282,2020-07-29,https://www.sec.gov/Archives/edgar/data/79282/0001564590-20-034396-index.htm
1392,BROWN ADVISORY INC,13F-HR,1345929,2020-08-14,https://www.sec.gov/Archives/edgar/data/1345929/0001085146-20-002238-index.htm
1393,BROWN BROTHERS HARRIMAN & CO,13F-HR,14661,2020-08-13,https://www.sec.gov/Archives/edgar/data/14661/0001104659-20-094529-index.htm
1394,BROWN CAPITAL MANAGEMENT LLC,13F-HR,885062,2020-07-22,https://www.sec.gov/Archives/edgar/data/885062/0001398344-20-014117-index.htm
1395,"BRP Group, Inc.",10-Q,1781755,2020-08-13,https://www.sec.gov/Archives/edgar/data/1781755/0001781755-20-000062-index.htm
1396,BRT Apartments Corp.,10-Q,14846,2020-08-10,https://www.sec.gov/Archives/edgar/data/14846/0000014846-20-000028-index.htm
1397,BRUKER CORP,10-Q,1109354,2020-08-07,https://www.sec.gov/Archives/edgar/data/1109354/0001104659-20-091780-index.htm
1398,BRUNI J V & CO /CO,13F-HR,1078841,2020-08-10,https://www.sec.gov/Archives/edgar/data/1078841/0001078841-20-000004-index.htm
1399,BRUNSWICK CORP,10-Q,14930,2020-08-04,https://www.sec.gov/Archives/edgar/data/14930/0000014930-20-000121-index.htm
1400,BRYN MAWR BANK CORP,10-Q,802681,2020-08-10,https://www.sec.gov/Archives/edgar/data/802681/0000802681-20-000179-index.htm
1401,BRYN MAWR TRUST Co,13F-HR,900974,2020-08-13,https://www.sec.gov/Archives/edgar/data/900974/0000900974-20-000003-index.htm
1402,BSQUARE CORP /WA,10-Q,1054721,2020-08-14,https://www.sec.gov/Archives/edgar/data/1054721/0001437749-20-017870-index.htm
1403,BSW Wealth Partners,13F-HR,1512601,2020-08-13,https://www.sec.gov/Archives/edgar/data/1512601/0001512601-20-000006-index.htm
1404,"BT Brands, Inc.",10-Q,1718224,2020-08-13,https://www.sec.gov/Archives/edgar/data/1718224/0001477932-20-004836-index.htm
1405,BT Wealth Management LLC,13F-HR,1767863,2020-07-21,https://www.sec.gov/Archives/edgar/data/1767863/0001398344-20-014050-index.htm
1406,"BTC Capital Management, Inc.",13F-HR,1611848,2020-08-04,https://www.sec.gov/Archives/edgar/data/1611848/0001611848-20-000005-index.htm
1407,BTCS Inc.,10-Q,1436229,2020-08-05,https://www.sec.gov/Archives/edgar/data/1436229/0001493152-20-014706-index.htm
1408,BTG Pactual Global Asset Management Ltd,13F-HR,1567992,2020-08-12,https://www.sec.gov/Archives/edgar/data/1567992/0001085146-20-002148-index.htm
1409,BTR CAPITAL MANAGEMENT INC,13F-HR,883790,2020-07-23,https://www.sec.gov/Archives/edgar/data/883790/0000883790-20-000006-index.htm
1410,"BTS Asset Management, Inc.",13F-HR,1532842,2020-08-14,https://www.sec.gov/Archives/edgar/data/1532842/0001580642-20-003023-index.htm
1411,BUCKHEAD CAPITAL MANAGEMENT LLC,13F-HR,1133999,2020-08-03,https://www.sec.gov/Archives/edgar/data/1133999/0001085146-20-001972-index.htm
1412,BUCKINGHAM CAPITAL MANAGEMENT INC,13F-HR,1089212,2020-07-28,https://www.sec.gov/Archives/edgar/data/1089212/0001089212-20-000004-index.htm
1413,BUNGELTD,10-Q,1144519,2020-07-29,https://www.sec.gov/Archives/edgar/data/1144519/0001144519-20-000057-index.htm
1414,BURKE & HERBERT BANK & TRUST CO,13F-HR,1101250,2020-07-15,https://www.sec.gov/Archives/edgar/data/1101250/0001567619-20-013300-index.htm
1415,"BURLINGTON NORTHERN SANTA FE, LLC",10-Q,934612,2020-08-10,https://www.sec.gov/Archives/edgar/data/934612/0000934612-20-000018-index.htm
1416,BURNEY CO/,13F-HR,940445,2020-08-13,https://www.sec.gov/Archives/edgar/data/940445/0000940445-20-000008-index.htm
1417,BURNS J W & CO INC/NY,13F-HR,1047339,2020-07-06,https://www.sec.gov/Archives/edgar/data/1047339/0001047339-20-000003-index.htm
1418,BURZYNSKI RESEARCH INSTITUTE INC,10-Q,724445,2020-07-15,https://www.sec.gov/Archives/edgar/data/724445/0001104659-20-083756-index.htm
1419,"BUTENSKY & COHEN FINANCIAL SECURITY, INC",13F-HR,1632802,2020-08-10,https://www.sec.gov/Archives/edgar/data/1632802/0001214659-20-006913-index.htm
1420,BUTLER NATIONAL CORP,10-K,15847,2020-07-17,https://www.sec.gov/Archives/edgar/data/15847/0001437749-20-015329-index.htm
1421,BVF INC/IL,13F-HR,1056807,2020-08-14,https://www.sec.gov/Archives/edgar/data/1056807/0000921895-20-002253-index.htm
1422,BW Gestao de Investimentos Ltda.,13F-HR,1568280,2020-08-04,https://www.sec.gov/Archives/edgar/data/1568280/0001568280-20-000003-index.htm
1423,"BWX Technologies, Inc.",10-Q,1486957,2020-08-03,https://www.sec.gov/Archives/edgar/data/1486957/0001486957-20-000041-index.htm
1424,"BYLINE BANCORP, INC.",10-Q,1702750,2020-08-10,https://www.sec.gov/Archives/edgar/data/1702750/0001564590-20-038946-index.htm
1425,"Babcock & Wilcox Enterprises, Inc.",10-Q,1630805,2020-08-12,https://www.sec.gov/Archives/edgar/data/1630805/0001630805-20-000063-index.htm
1426,"Bain Capital Credit, LP",13F-HR,1317947,2020-08-14,https://www.sec.gov/Archives/edgar/data/1317947/0001317947-20-000007-index.htm
1427,"Bain Capital Life Sciences Investors, LLC",13F-HR,1703031,2020-08-14,https://www.sec.gov/Archives/edgar/data/1703031/0000950123-20-008777-index.htm
1428,"Bain Capital Public Equity Management II, LLC",13F-HR,1768111,2020-08-14,https://www.sec.gov/Archives/edgar/data/1768111/0001317947-20-000009-index.htm
1429,"Bain Capital Public Equity Management, LLC",13F-HR,1156175,2020-08-14,https://www.sec.gov/Archives/edgar/data/1156175/0001317947-20-000008-index.htm
