,conm,type,cik,date,path
32343,Cytosorbents Corp,10-Q,1175151,2020-08-04,https://www.sec.gov/Archives/edgar/data/1175151/0001104659-20-090287-index.htm
32344,D L CARLSON INVESTMENT GROUP INC,13F-HR,1021117,2020-08-13,https://www.sec.gov/Archives/edgar/data/1021117/0001021117-20-000004-index.htm
32345,"D'Orazio & Associates, Inc.",13F-HR,1646821,2020-07-22,https://www.sec.gov/Archives/edgar/data/1646821/0001646821-20-000004-index.htm
32346,"D. E. Shaw & Co., Inc.",13F-HR,1009207,2020-08-14,https://www.sec.gov/Archives/edgar/data/1009207/0001104659-20-095490-index.htm
32347,"D. SCOTT NEAL, INC.",13F-HR,1596920,2020-07-16,https://www.sec.gov/Archives/edgar/data/1596920/0001596920-20-000004-index.htm
32348,D.A. DAVIDSON & CO.,13F-HR,1080107,2020-08-10,https://www.sec.gov/Archives/edgar/data/1080107/0001080107-20-000003-index.htm
32349,"D.B. Root & Company, LLC",13F-HR,1731717,2020-08-06,https://www.sec.gov/Archives/edgar/data/1731717/0001606587-20-000860-index.htm
32350,"D.C. Capital Advisors, Ltd",13F-HR,1576422,2020-08-13,https://www.sec.gov/Archives/edgar/data/1576422/0001576422-20-000004-index.htm
32351,D1 Capital Partners L.P.,13F-HR,1747057,2020-08-14,https://www.sec.gov/Archives/edgar/data/1747057/0001172661-20-001679-index.htm
32352,DAFNA Capital Management LLC,13F-HR,1389933,2020-08-14,https://www.sec.gov/Archives/edgar/data/1389933/0001389933-20-000008-index.htm
32353,"DAGCO, INC.",13F-HR,1767343,2020-07-27,https://www.sec.gov/Archives/edgar/data/1767343/0001725547-20-000060-index.htm
32354,DAIDO LIFE INSURANCE CO,13F-HR,1173460,2020-08-13,https://www.sec.gov/Archives/edgar/data/1173460/0001173460-20-000003-index.htm
32355,DAILY JOURNAL CORP,10-Q,783412,2020-08-07,https://www.sec.gov/Archives/edgar/data/783412/0001437749-20-017057-index.htm
32356,DAILY JOURNAL CORP,13F-HR,783412,2020-07-02,https://www.sec.gov/Archives/edgar/data/783412/0001437749-20-014543-index.htm
32357,DAIS Corp,10-K/A,1125699,2020-08-12,https://www.sec.gov/Archives/edgar/data/1125699/0001477932-20-004766-index.htm
32358,DAIS Corp,10-Q,1125699,2020-07-06,https://www.sec.gov/Archives/edgar/data/1125699/0001477932-20-003748-index.htm
32359,DAIS Corp,10-Q,1125699,2020-08-14,https://www.sec.gov/Archives/edgar/data/1125699/0001477932-20-004984-index.htm
32360,DAKOTA TERRITORY RESOURCE CORP,10-Q,1182737,2020-08-13,https://www.sec.gov/Archives/edgar/data/1182737/0001078782-20-000619-index.htm
32361,DAKTRONICS INC /SD/,DEF 14A,915779,2020-07-16,https://www.sec.gov/Archives/edgar/data/915779/0000915779-20-000033-index.htm
32362,DALRADA FINANCIAL CORP,10-Q/A,725394,2020-07-14,https://www.sec.gov/Archives/edgar/data/725394/0001683168-20-002262-index.htm
32363,DALTON GREINER HARTMAN MAHER & CO,13F-HR,866842,2020-07-08,https://www.sec.gov/Archives/edgar/data/866842/0000866842-20-000005-index.htm
32364,DAN L DUNCAN FOUNDATION,13F-HR,1801470,2020-08-14,https://www.sec.gov/Archives/edgar/data/1801470/0001567619-20-015248-index.htm
32365,DANA INC,10-Q,26780,2020-07-30,https://www.sec.gov/Archives/edgar/data/26780/0001437749-20-016040-index.htm
32366,DANAHER CORP /DE/,10-Q,313616,2020-07-23,https://www.sec.gov/Archives/edgar/data/313616/0000313616-20-000120-index.htm
32367,DARDEN RESTAURANTS INC,10-K,940944,2020-07-24,https://www.sec.gov/Archives/edgar/data/940944/0000940944-20-000046-index.htm
32368,DARDEN RESTAURANTS INC,DEF 14A,940944,2020-08-10,https://www.sec.gov/Archives/edgar/data/940944/0000940944-20-000053-index.htm
32369,DARLING INGREDIENTS INC.,10-Q,916540,2020-08-05,https://www.sec.gov/Archives/edgar/data/916540/0000916540-20-000022-index.htm
32370,DARRELL & KING LLC,13F-HR,1659189,2020-08-14,https://www.sec.gov/Archives/edgar/data/1659189/0001659189-20-000002-index.htm
32371,DASAN ZHONE SOLUTIONS INC,10-Q,1101680,2020-08-10,https://www.sec.gov/Archives/edgar/data/1101680/0001564590-20-038879-index.htm
32372,DATA I/O CORP,10-Q,351998,2020-08-13,https://www.sec.gov/Archives/edgar/data/351998/0000351998-20-000014-index.htm
32373,"DATA VISION, INC.",10-Q,1715942,2020-07-06,https://www.sec.gov/Archives/edgar/data/1715942/0001520138-20-000293-index.htm
32374,"DATA VISION, INC.",NT 10-Q,1715942,2020-08-14,https://www.sec.gov/Archives/edgar/data/1715942/0001520138-20-000380-index.htm
32375,DAVENPORT & Co LLC,13F-HR,887777,2020-07-28,https://www.sec.gov/Archives/edgar/data/887777/0001085146-20-001901-index.htm
32376,DAVEY TREE EXPERT CO,10-Q,277638,2020-08-04,https://www.sec.gov/Archives/edgar/data/277638/0000277638-20-000027-index.htm
32377,DAVIDSON INVESTMENT ADVISORS,13F-HR,1140771,2020-08-10,https://www.sec.gov/Archives/edgar/data/1140771/0001140771-20-000003-index.htm
32378,DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,13F-HR,1595082,2020-08-14,https://www.sec.gov/Archives/edgar/data/1595082/0001595082-20-000085-index.htm
32379,DAVIDSON TRUST CO,13F-HR,1133119,2020-08-11,https://www.sec.gov/Archives/edgar/data/1133119/0001133119-20-000004-index.htm
32380,DAVIDsTEA Inc.,10-Q,1627606,2020-07-31,https://www.sec.gov/Archives/edgar/data/1627606/0001477932-20-004481-index.htm
32381,"DAVIS CAPITAL PARTNERS, LLC",13F-HR,1583119,2020-08-11,https://www.sec.gov/Archives/edgar/data/1583119/0001104659-20-093230-index.htm
32382,DAVIS R M INC,13F-HR,891287,2020-07-20,https://www.sec.gov/Archives/edgar/data/891287/0000891287-20-000005-index.htm
32383,DAVIS SELECTED ADVISERS,13F-HR,1036325,2020-08-12,https://www.sec.gov/Archives/edgar/data/1036325/0001567619-20-014807-index.htm
32384,DAVIS-REA LTD.,13F-HR,1482171,2020-07-20,https://www.sec.gov/Archives/edgar/data/1482171/0000950123-20-007033-index.htm
32385,DAVITA INC.,10-Q,927066,2020-07-30,https://www.sec.gov/Archives/edgar/data/927066/0000927066-20-000164-index.htm
32386,DAWSON GEOPHYSICAL CO,10-Q,799165,2020-08-04,https://www.sec.gov/Archives/edgar/data/799165/0001558370-20-009180-index.htm
32387,"DAYBREAK OIL & GAS, INC.",10-Q,1164256,2020-07-14,https://www.sec.gov/Archives/edgar/data/1164256/0001515971-20-000082-index.htm
32388,DAYTON POWER & LIGHT CO,10-Q,27430,2020-08-06,https://www.sec.gov/Archives/edgar/data/27430/0000787250-20-000050-index.htm
32389,"DC Investments Management, LLC",13F-HR,1565951,2020-08-03,https://www.sec.gov/Archives/edgar/data/1565951/0001398344-20-014830-index.htm
32390,"DCF Advisers, LLC",13F-HR,1802493,2020-08-13,https://www.sec.gov/Archives/edgar/data/1802493/0001567619-20-015084-index.htm
32391,"DCP Midstream, LP",10-Q,1338065,2020-08-06,https://www.sec.gov/Archives/edgar/data/1338065/0001338065-20-000036-index.htm
32392,"DDD Partners, LLC",13F-HR,1729673,2020-07-23,https://www.sec.gov/Archives/edgar/data/1729673/0001729673-20-000004-index.htm
32393,DE BURLO GROUP INC,13F-HR,1134288,2020-08-06,https://www.sec.gov/Archives/edgar/data/1134288/0001134288-20-000006-index.htm
32394,"DEAN INVESTMENT ASSOCIATES, LLC",13F-HR,846797,2020-08-14,https://www.sec.gov/Archives/edgar/data/846797/0000846797-20-000003-index.htm
32395,DEARBORN PARTNERS LLC,13F-HR,1206792,2020-07-30,https://www.sec.gov/Archives/edgar/data/1206792/0001104659-20-088251-index.htm
32396,DECKERS OUTDOOR CORP,10-Q,910521,2020-08-06,https://www.sec.gov/Archives/edgar/data/910521/0000910521-20-000033-index.htm
32397,DECKERS OUTDOOR CORP,DEF 14A,910521,2020-07-27,https://www.sec.gov/Archives/edgar/data/910521/0000910521-20-000021-index.htm
32398,"DEERFIELD MANAGEMENT COMPANY, L.P. (SERIES C)",13F-HR,1009258,2020-08-14,https://www.sec.gov/Archives/edgar/data/1009258/0000950159-20-000206-index.htm
32399,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,10-K,1533357,2020-08-07,https://www.sec.gov/Archives/edgar/data/1533357/0001445866-20-001125-index.htm
32400,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,NT 10-K,1533357,2020-07-30,https://www.sec.gov/Archives/edgar/data/1533357/0001445866-20-001082-index.htm
32401,"DELAWARE INVESTMENTS DIVIDEND & INCOME FUND, INC",DEF 14A,896923,2020-07-15,https://www.sec.gov/Archives/edgar/data/896923/0001206774-20-002085-index.htm
32402,"DELAWARE INVESTMENTS DIVIDEND & INCOME FUND, INC",DEF 14A,896923,2020-08-03,https://www.sec.gov/Archives/edgar/data/896923/0001137439-20-000677-index.htm
32403,"DELAWARE INVESTMENTS MINNESOTA MUNICIPAL INCOME FUND II, INC",DEF 14A,895658,2020-07-15,https://www.sec.gov/Archives/edgar/data/895658/0001206774-20-002085-index.htm
32404,"DELCATH SYSTEMS, INC.",10-Q,872912,2020-08-13,https://www.sec.gov/Archives/edgar/data/872912/0001564590-20-040037-index.htm
32405,DELMAR BANCORP,10-Q,832090,2020-08-13,https://www.sec.gov/Archives/edgar/data/832090/0001558370-20-010504-index.htm
32406,DELMARVA POWER & LIGHT CO /DE/,10-Q,27879,2020-08-04,https://www.sec.gov/Archives/edgar/data/27879/0001109357-20-000165-index.htm
32407,"DELPHI FINANCIAL GROUP, INC.",13F-HR,859139,2020-07-23,https://www.sec.gov/Archives/edgar/data/859139/0000950123-20-007127-index.htm
32408,"DELTA AIR LINES, INC.",10-Q,27904,2020-07-15,https://www.sec.gov/Archives/edgar/data/27904/0000027904-20-000010-index.htm
32409,"DELTA APPAREL, INC",10-Q,1101396,2020-07-30,https://www.sec.gov/Archives/edgar/data/1101396/0001437749-20-016063-index.htm
32410,DELTA ASSET MANAGEMENT LLC/TN,13F-HR,860857,2020-07-23,https://www.sec.gov/Archives/edgar/data/860857/0001580642-20-002700-index.htm
32411,DELTA CAPITAL MANAGEMENT LLC,13F-HR,893738,2020-08-10,https://www.sec.gov/Archives/edgar/data/893738/0000893738-20-000003-index.htm
32412,DELTA FINANCIAL ADVISORS LLC,13F-HR,1790295,2020-08-04,https://www.sec.gov/Archives/edgar/data/1790295/0001606587-20-000812-index.htm
32413,DELTEC ASSET MANAGEMENT LLC,13F-HR,1269950,2020-07-29,https://www.sec.gov/Archives/edgar/data/1269950/0000919574-20-004700-index.htm
32414,DELUXE CORP,10-Q,27996,2020-07-31,https://www.sec.gov/Archives/edgar/data/27996/0000027996-20-000100-index.htm
32415,DENALI ADVISORS LLC,13F-HR,1142941,2020-07-23,https://www.sec.gov/Archives/edgar/data/1142941/0001142941-20-000009-index.htm
32416,DENBURY RESOURCES INC,10-Q,945764,2020-08-11,https://www.sec.gov/Archives/edgar/data/945764/0000945764-20-000082-index.htm
32417,DENBURY RESOURCES INC,NT 10-Q,945764,2020-08-11,https://www.sec.gov/Archives/edgar/data/945764/0000945764-20-000078-index.htm
32418,DENDUR CAPITAL LP,13F-HR,1782124,2020-08-14,https://www.sec.gov/Archives/edgar/data/1782124/0001696778-20-000003-index.htm
32419,DENNY'S Corp,10-Q,852772,2020-07-31,https://www.sec.gov/Archives/edgar/data/852772/0000852772-20-000120-index.htm
32420,DENTSPLY SIRONA Inc.,10-Q,818479,2020-08-06,https://www.sec.gov/Archives/edgar/data/818479/0000818479-20-000037-index.htm
32421,DEPRINCE RACE & ZOLLO INC,13F-HR,1008894,2020-08-11,https://www.sec.gov/Archives/edgar/data/1008894/0001172661-20-001636-index.htm
32422,"DERBY & COMPANY, INC",13F-HR,1086611,2020-07-22,https://www.sec.gov/Archives/edgar/data/1086611/0001086611-20-000004-index.htm
32423,DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,13F-HR,1278678,2020-07-20,https://www.sec.gov/Archives/edgar/data/1278678/0001278678-20-000007-index.htm
32424,"DESTINATION XL GROUP, INC.",DEF 14A,813298,2020-07-02,https://www.sec.gov/Archives/edgar/data/813298/0001564590-20-031614-index.htm
32425,DESTINY MEDIA TECHNOLOGIES INC,10-Q,1099369,2020-07-15,https://www.sec.gov/Archives/edgar/data/1099369/0001062993-20-003311-index.htm
32426,DEUTSCHE BANK AG\,13F-HR,948046,2020-08-13,https://www.sec.gov/Archives/edgar/data/948046/0000948046-20-000147-index.htm
32427,DEVON ENERGY CORP/DE,10-Q,1090012,2020-08-05,https://www.sec.gov/Archives/edgar/data/1090012/0001564590-20-036568-index.htm
32428,DEXCOM INC,10-Q,1093557,2020-07-28,https://www.sec.gov/Archives/edgar/data/1093557/0001093557-20-000217-index.htm
32429,DF DENT & CO INC,13F-HR,934999,2020-08-14,https://www.sec.gov/Archives/edgar/data/934999/0000934999-20-000006-index.htm
32430,DFP HEALTHCARE ACQUISITIONS CORP.,10-Q,1799191,2020-08-13,https://www.sec.gov/Archives/edgar/data/1799191/0001104659-20-094667-index.htm
32431,"DFPG INVESTMENTS, LLC",13F-HR,1504665,2020-07-13,https://www.sec.gov/Archives/edgar/data/1504665/0001085146-20-001771-index.htm
32432,"DG Capital Management, LLC",13F-HR,1512716,2020-08-13,https://www.sec.gov/Archives/edgar/data/1512716/0001493152-20-015481-index.htm
32433,"DHI GROUP, INC.",10-Q,1393883,2020-08-06,https://www.sec.gov/Archives/edgar/data/1393883/0001393883-20-000034-index.htm
32434,"DIAMANT ASSET MANAGEMENT, INC.",13F-HR,1731124,2020-07-28,https://www.sec.gov/Archives/edgar/data/1731124/0001731124-20-000003-index.htm
32435,DIAMOND CARTEL INC,10-K,1347491,2020-08-13,https://www.sec.gov/Archives/edgar/data/1347491/0001785982-20-000760-index.htm
32436,DIAMOND CARTEL INC,NT 10-K,1347491,2020-07-28,https://www.sec.gov/Archives/edgar/data/1347491/0001004878-20-000112-index.htm
32437,DIAMOND HILL CAPITAL MANAGEMENT INC,13F-HR,1217541,2020-08-10,https://www.sec.gov/Archives/edgar/data/1217541/0001217541-20-000016-index.htm
32438,DIAMOND HILL INVESTMENT GROUP INC,10-Q,909108,2020-08-05,https://www.sec.gov/Archives/edgar/data/909108/0000909108-20-000067-index.htm
32439,"DIAMOND OFFSHORE DRILLING, INC.",10-Q,949039,2020-08-03,https://www.sec.gov/Archives/edgar/data/949039/0001564590-20-035464-index.htm
32440,"DIEBOLD NIXDORF, Inc",10-Q,28823,2020-07-31,https://www.sec.gov/Archives/edgar/data/28823/0000028823-20-000140-index.htm
32441,"DIEGO PELLICER WORLDWIDE, INC",10-Q,1559172,2020-07-01,https://www.sec.gov/Archives/edgar/data/1559172/0001731122-20-000708-index.htm
32442,DIGI INTERNATIONAL INC,10-Q,854775,2020-08-07,https://www.sec.gov/Archives/edgar/data/854775/0000854775-20-000024-index.htm
32443,DIGIRAD CORP,10-Q,707388,2020-08-13,https://www.sec.gov/Archives/edgar/data/707388/0000707388-20-000032-index.htm
32444,DIGIRAD CORP,DEF 14A,707388,2020-07-01,https://www.sec.gov/Archives/edgar/data/707388/0000707388-20-000027-index.htm
32445,DIGITAL ALLY INC,10-Q,1342958,2020-08-13,https://www.sec.gov/Archives/edgar/data/1342958/0001493152-20-015475-index.htm
32446,DIGITAL ALLY INC,DEF 14A,1342958,2020-07-24,https://www.sec.gov/Archives/edgar/data/1342958/0001493152-20-013954-index.htm
32447,"DIGITAL REALTY TRUST, INC.",10-Q,1297996,2020-08-10,https://www.sec.gov/Archives/edgar/data/1297996/0001558370-20-009992-index.htm
32448,"DIGITAL REALTY TRUST, L.P.",10-Q,1494877,2020-08-10,https://www.sec.gov/Archives/edgar/data/1494877/0001558370-20-009992-index.htm
32449,DILLON & ASSOCIATES INC,13F-HR,1054425,2020-07-28,https://www.sec.gov/Archives/edgar/data/1054425/0001054425-20-000006-index.htm
32450,DIME COMMUNITY BANCSHARES INC,10-Q,1005409,2020-08-10,https://www.sec.gov/Archives/edgar/data/1005409/0001140361-20-017843-index.htm
32451,DIMENSION CAPITAL MANAGEMENT LLC,13F-HR,1041773,2020-08-14,https://www.sec.gov/Archives/edgar/data/1041773/0001172661-20-001715-index.htm
32452,DIMENSIONAL FUND ADVISORS LP,13F-HR,354204,2020-08-13,https://www.sec.gov/Archives/edgar/data/354204/0000354204-20-000018-index.htm
32453,DIODES INC /DEL/,10-Q,29002,2020-08-06,https://www.sec.gov/Archives/edgar/data/29002/0001564590-20-037873-index.htm
32454,DIRTT ENVIRONMENTAL SOLUTIONS LTD,10-Q,1340476,2020-07-29,https://www.sec.gov/Archives/edgar/data/1340476/0001193125-20-202634-index.htm
32455,DISCIPLINED GROWTH INVESTORS INC /MN,13F-HR,1050442,2020-08-14,https://www.sec.gov/Archives/edgar/data/1050442/0001050442-20-000004-index.htm
32456,"DISCOVERY CAPITAL MANAGEMENT, LLC / CT",13F-HR,1389507,2020-08-14,https://www.sec.gov/Archives/edgar/data/1389507/0000919574-20-005321-index.htm
32457,DISH DBS CORP,10-Q,1042642,2020-08-14,https://www.sec.gov/Archives/edgar/data/1042642/0001558370-20-010652-index.htm
32458,DISH Network CORP,10-Q,1001082,2020-08-07,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-20-009801-index.htm
32459,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,10-Q,825788,2020-08-07,https://www.sec.gov/Archives/edgar/data/825788/0001493152-20-014937-index.htm
32460,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,DEF 14A,825788,2020-08-14,https://www.sec.gov/Archives/edgar/data/825788/0001493152-20-015673-index.htm
32461,"DIVERGENT WEALTH ADVISORS, LLC",13F-HR,1731275,2020-08-05,https://www.sec.gov/Archives/edgar/data/1731275/0001731275-20-000004-index.htm
32462,DIVERSIFIED HEALTHCARE TRUST,10-Q,1075415,2020-08-06,https://www.sec.gov/Archives/edgar/data/1075415/0001075415-20-000019-index.htm
32463,"DIVIDEND ASSETS CAPITAL, LLC",13F-HR,1365167,2020-08-03,https://www.sec.gov/Archives/edgar/data/1365167/0001398344-20-014815-index.htm
32464,DIXIE GROUP INC,10-Q,29332,2020-08-06,https://www.sec.gov/Archives/edgar/data/29332/0000029332-20-000070-index.htm
32465,DIXON HUBARD FEINOUR & BROWN INC/VA,13F-HR,1014306,2020-07-31,https://www.sec.gov/Archives/edgar/data/1014306/0001014306-20-000005-index.htm
32466,"DLD Asset Management, LP",13F-HR,1578299,2020-08-13,https://www.sec.gov/Archives/edgar/data/1578299/0001085146-20-002183-index.htm
32467,DLH Holdings Corp.,10-Q,785557,2020-08-05,https://www.sec.gov/Archives/edgar/data/785557/0001628280-20-011819-index.htm
32468,DLT Resolution Inc.,10-Q,1420368,2020-07-07,https://www.sec.gov/Archives/edgar/data/1420368/0001477932-20-003796-index.htm
32469,DLT Resolution Inc.,10-Q,1420368,2020-08-10,https://www.sec.gov/Archives/edgar/data/1420368/0001477932-20-004696-index.htm
32470,DLT Resolution Inc.,10-Q/A,1420368,2020-08-11,https://www.sec.gov/Archives/edgar/data/1420368/0001477932-20-004716-index.htm
32471,DMC Global Inc.,10-Q,34067,2020-07-23,https://www.sec.gov/Archives/edgar/data/34067/0000034067-20-000118-index.htm
32472,DOCK STREET ASSET MANAGEMENT INC,13F-HR,1172779,2020-07-22,https://www.sec.gov/Archives/edgar/data/1172779/0001172779-20-000003-index.htm
32473,DOCUMENT SECURITY SYSTEMS INC,10-Q,771999,2020-08-14,https://www.sec.gov/Archives/edgar/data/771999/0001493152-20-015907-index.htm
32474,DOCUMENT SECURITY SYSTEMS INC,DEF 14A,771999,2020-07-14,https://www.sec.gov/Archives/edgar/data/771999/0001493152-20-013238-index.htm
32475,DODGE & COX,13F-HR,200217,2020-08-13,https://www.sec.gov/Archives/edgar/data/200217/0000950123-20-008671-index.htm
32476,"DOHJ, LLC",13F-HR,1801881,2020-08-07,https://www.sec.gov/Archives/edgar/data/1801881/0001085146-20-002054-index.htm
32477,"DOLIVER ADVISORS, LP",13F-HR,938077,2020-08-10,https://www.sec.gov/Archives/edgar/data/938077/0000938077-20-000003-index.htm
32478,"DOMINION ENERGY GAS HOLDINGS, LLC",10-Q,1603291,2020-08-05,https://www.sec.gov/Archives/edgar/data/1603291/0001564590-20-036451-index.htm
32479,"DOMINION ENERGY SOUTH CAROLINA, INC.",10-Q,91882,2020-08-05,https://www.sec.gov/Archives/edgar/data/91882/0001564590-20-036458-index.htm
32480,"DOMINION ENERGY, INC",10-Q,715957,2020-08-05,https://www.sec.gov/Archives/edgar/data/715957/0001564590-20-036451-index.htm
32481,DOMINOS PIZZA INC,10-Q,1286681,2020-07-16,https://www.sec.gov/Archives/edgar/data/1286681/0001193125-20-193699-index.htm
32482,"DONALD SMITH & CO., INC.",13F-HR,814375,2020-08-13,https://www.sec.gov/Archives/edgar/data/814375/0000814375-20-000025-index.htm
32483,"DONALDSON CAPITAL MANAGEMENT, LLC",13F-HR,1487438,2020-07-27,https://www.sec.gov/Archives/edgar/data/1487438/0001487438-20-000004-index.htm
32484,DONEGAL GROUP INC,10-Q,800457,2020-08-05,https://www.sec.gov/Archives/edgar/data/800457/0001193125-20-210124-index.htm
32485,"DORCHESTER MINERALS, L.P.",10-Q,1172358,2020-08-06,https://www.sec.gov/Archives/edgar/data/1172358/0001437749-20-016838-index.htm
32486,DORCHESTER WEALTH MANAGEMENT Co,13F-HR,1649888,2020-07-20,https://www.sec.gov/Archives/edgar/data/1649888/0001085146-20-001822-index.htm
32487,DORIAN LPG LTD.,10-Q,1596993,2020-08-04,https://www.sec.gov/Archives/edgar/data/1596993/0001596993-20-000024-index.htm
32488,"DOUGLAS DYNAMICS, INC",10-Q,1287213,2020-08-04,https://www.sec.gov/Archives/edgar/data/1287213/0001558370-20-009177-index.htm
32489,DOVER Corp,10-Q,29905,2020-07-22,https://www.sec.gov/Archives/edgar/data/29905/0000029905-20-000035-index.htm
32490,DOVER MOTORSPORTS INC,10-Q,1017673,2020-08-04,https://www.sec.gov/Archives/edgar/data/1017673/0001104659-20-090235-index.htm
32491,DOW CHEMICAL CO /DE/,10-Q,29915,2020-07-24,https://www.sec.gov/Archives/edgar/data/29915/0001751788-20-000024-index.htm
32492,DOW CHEMICAL CO /DE/,13F-HR,29915,2020-08-14,https://www.sec.gov/Archives/edgar/data/29915/0000950123-20-009137-index.htm
32493,DOW INC.,10-Q,1751788,2020-07-24,https://www.sec.gov/Archives/edgar/data/1751788/0001751788-20-000024-index.htm
32494,DOWLING & YAHNKE LLC,13F-HR,1133197,2020-07-31,https://www.sec.gov/Archives/edgar/data/1133197/0001133197-20-000006-index.htm
32495,DPL INC,10-Q,787250,2020-08-06,https://www.sec.gov/Archives/edgar/data/787250/0000787250-20-000050-index.htm
32496,DPM Capital LLC,13F-HR,1711257,2020-08-13,https://www.sec.gov/Archives/edgar/data/1711257/0001172661-20-001654-index.htm
32497,"DPW Holdings, Inc.",10-Q,896493,2020-07-06,https://www.sec.gov/Archives/edgar/data/896493/0001214659-20-006141-index.htm
32498,"DRH Investments, Inc.",13F-HR,1630709,2020-08-12,https://www.sec.gov/Archives/edgar/data/1630709/0001630709-20-000004-index.htm
32499,DRIEHAUS CAPITAL MANAGEMENT LLC,13F-HR,938206,2020-08-14,https://www.sec.gov/Archives/edgar/data/938206/0001567619-20-015176-index.htm
32500,DRIL-QUIP INC,10-Q,1042893,2020-07-30,https://www.sec.gov/Archives/edgar/data/1042893/0001564590-20-034783-index.htm
32501,DROMS STRAUSS ADVISORS INC /MO/ /ADV,13F-HR,1053292,2020-08-12,https://www.sec.gov/Archives/edgar/data/1053292/0001053292-20-000007-index.htm
32502,"DROPBOX, INC.",10-Q,1467623,2020-08-10,https://www.sec.gov/Archives/edgar/data/1467623/0001467623-20-000033-index.htm
32503,"DRW Securities, LLC",13F-HR,1481986,2020-08-14,https://www.sec.gov/Archives/edgar/data/1481986/0001481986-20-000004-index.htm
32504,DSAM Partners (London) Ltd,13F-HR,1565061,2020-08-14,https://www.sec.gov/Archives/edgar/data/1565061/0001172661-20-001717-index.htm
32505,"DSC Advisors, L.P.",13F-HR,1299434,2020-08-14,https://www.sec.gov/Archives/edgar/data/1299434/0001315863-20-000722-index.htm
32506,DSG Global Inc.,10-Q,1413909,2020-08-14,https://www.sec.gov/Archives/edgar/data/1413909/0001493152-20-015867-index.htm
32507,DSG Global Inc.,10-Q/A,1413909,2020-07-09,https://www.sec.gov/Archives/edgar/data/1413909/0001493152-20-012953-index.htm
32508,DSM CAPITAL PARTNERS LLC,13F-HR,1214639,2020-08-13,https://www.sec.gov/Archives/edgar/data/1214639/0000950123-20-008489-index.htm
32509,DSP GROUP INC /DE/,10-Q,915778,2020-08-10,https://www.sec.gov/Archives/edgar/data/915778/0001437749-20-017361-index.htm
32510,DSwiss Inc,10-Q,1652561,2020-08-14,https://www.sec.gov/Archives/edgar/data/1652561/0001493152-20-015787-index.htm
32511,"DT Investment Partners, LLC",13F-HR,1537621,2020-08-10,https://www.sec.gov/Archives/edgar/data/1537621/0000950123-20-008003-index.htm
32512,DTE ENERGY CO,10-Q,936340,2020-07-28,https://www.sec.gov/Archives/edgar/data/936340/0000936340-20-000219-index.htm
32513,DTE Electric Co,10-Q,28385,2020-07-28,https://www.sec.gov/Archives/edgar/data/28385/0000936340-20-000219-index.htm
32514,"DUALITY ADVISERS, LP",13F-HR,1741024,2020-07-29,https://www.sec.gov/Archives/edgar/data/1741024/0001741024-20-000010-index.htm
32515,DUBUQUE BANK & TRUST CO,13F-HR,933482,2020-07-24,https://www.sec.gov/Archives/edgar/data/933482/0000920112-20-000250-index.htm
32516,DUCOMMUN INC /DE/,10-Q,30305,2020-07-30,https://www.sec.gov/Archives/edgar/data/30305/0001628280-20-011005-index.htm
32517,"DUDLEY & SHANLEY, INC.",13F-HR,883511,2020-07-21,https://www.sec.gov/Archives/edgar/data/883511/0000883511-20-000003-index.htm
32518,DUFF & PHELPS INVESTMENT MANAGEMENT CO,13F-HR,765443,2020-08-06,https://www.sec.gov/Archives/edgar/data/765443/0001567619-20-014396-index.htm
32519,"DUKE ENERGY FLORIDA, LLC.",10-Q,37637,2020-08-10,https://www.sec.gov/Archives/edgar/data/37637/0001326160-20-000201-index.htm
32520,"DUKE ENERGY PROGRESS, LLC.",10-Q,17797,2020-08-10,https://www.sec.gov/Archives/edgar/data/17797/0001326160-20-000201-index.htm
32521,DUKE REALTY CORP,10-Q,783280,2020-07-31,https://www.sec.gov/Archives/edgar/data/783280/0000783280-20-000054-index.htm
32522,DUKE REALTY Ltd PARTNERSHIP/,10-Q,1003410,2020-07-31,https://www.sec.gov/Archives/edgar/data/1003410/0000783280-20-000054-index.htm
32523,DUMONT & BLAKE INVESTMENT ADVISORS LLC,13F-HR,1287618,2020-07-31,https://www.sec.gov/Archives/edgar/data/1287618/0001287618-20-000003-index.htm
32524,DUNCKER STREETT & CO INC,13F-HR,1020585,2020-07-22,https://www.sec.gov/Archives/edgar/data/1020585/0001580642-20-002694-index.htm
32525,"DUNKIN' BRANDS GROUP, INC.",10-Q,1357204,2020-08-05,https://www.sec.gov/Archives/edgar/data/1357204/0001357204-20-000042-index.htm
32526,DUO WORLD INC,10-Q,1635136,2020-08-14,https://www.sec.gov/Archives/edgar/data/1635136/0001493152-20-015654-index.htm
32527,"DUOS TECHNOLOGIES GROUP, INC.",10-Q,1396536,2020-08-14,https://www.sec.gov/Archives/edgar/data/1396536/0001553350-20-000758-index.htm
32528,DUPONT CAPITAL MANAGEMENT CORP,13F-HR,1128251,2020-07-24,https://www.sec.gov/Archives/edgar/data/1128251/0001567619-20-013675-index.htm
